id,profit0,online0
18604,160,0
18605,-86,0
18606,739,0
18607,,
18608,156,0
18609,-12,0
18610,1,0
18611,235,0
18612,365,0
18613,,
18614,-14,1
18615,-54,0
18616,32,1
18617,88,0
18618,55,0
18619,-15,1
18620,,
18621,-162,1
18622,716,0
18623,-141,0
18624,,
18625,1791,1
18626,914,1
18627,195,0
18628,666,1
18629,-11,1
18630,515,0
18631,587,1
18632,-27,1
18633,,
18634,,
18635,-49,0
18636,564,1
18637,5,0
18638,-24,0
18639,132,0
18640,-38,0
18641,-15,0
18642,-175,0
18643,321,0
18644,-64,1
18645,,
18646,-29,0
18647,564,0
18648,,
18649,44,1
18650,27,0
18651,-32,0
18652,59,0
18653,-52,0
18654,364,0
18655,-127,1
18656,-11,0
18657,-38,1
18658,904,0
18659,-39,0
18660,41,0
18661,728,0
18662,-145,0
18663,166,0
18664,96,0
18665,15,1
18666,226,0
18667,326,0
18668,,
18669,400,0
18670,-81,0
18671,-105,1
18672,,
18673,19,0
18674,,
18675,,
18676,,
18677,-132,1
18678,973,0
18679,387,1
18680,,
18681,9,0
18682,,
18683,122,0
18684,10,0
18685,10,0
18686,-143,0
18687,63,0
18688,-12,0
18689,-39,0
18690,,
18691,11,0
18692,475,0
18693,,
18694,357,0
18695,,
18696,,
18697,302,0
18698,534,0
18699,598,0
18700,775,0
18701,59,0
18702,,
18703,-1,0
18704,,
18705,-90,0
18706,,
18707,-98,0
18708,-21,1
18709,,
18710,-68,1
18711,-56,0
18712,269,1
18713,-56,1
18714,929,0
18715,,
18716,-130,0
18717,19,1
18718,,
18719,17,0
18720,-24,1
18721,,
18722,,
18723,2564,1
18724,321,0
18725,52,0
18726,-287,0
18727,-18,0
18728,130,0
18729,-22,0
18730,39,0
18731,,
18732,,
18733,-134,0
18734,-66,1
18735,,1
18736,62,0
18737,263,0
18738,641,0
18739,-72,0
18740,47,1
18741,93,1
18742,956,0
18743,-28,0
18744,-103,0
18745,-71,1
18746,32,0
18747,-46,0
18748,-71,0
18749,-14,0
18750,109,0
18751,,
18752,33,0
18753,-32,0
18754,475,0
18755,809,0
18756,208,0
18757,71,0
18758,-104,0
18759,150,1
18760,31,0
18761,-58,0
18762,-29,0
18763,,
18764,-20,0
18765,-68,1
18766,-65,0
18767,17,0
18768,98,1
18769,,
18770,-64,0
18771,-35,0
18772,0,0
18773,-50,0
18774,,
18775,590,0
18776,99,0
18777,-24,0
18778,35,0
18779,263,0
18780,-40,0
18781,-12,0
18782,-97,0
18783,-137,1
18784,-60,0
18785,406,0
18786,367,0
18787,,
18788,499,1
18789,688,0
18790,469,0
18791,276,1
18792,-30,0
18793,,
18794,214,0
18795,163,0
18796,153,1
18797,,
18798,138,0
18799,-5,0
18800,790,0
18801,156,0
18802,-26,0
18803,222,1
18804,-124,1
18805,-183,0
18806,196,0
18807,-93,0
18808,-81,0
18809,-50,0
18810,258,1
18811,372,0
18812,106,0
18813,499,0
18814,-22,0
18815,-31,0
18816,-3,0
18817,132,0
18818,-25,0
18819,203,0
18820,,
18821,-45,0
18822,,
18823,-85,0
18824,-180,1
18825,574,0
18826,,
18827,1241,0
18828,-14,0
18829,11,0
18830,-72,0
18831,230,0
18832,,
18833,-2,0
18834,-46,0
18835,710,0
18836,14,0
18837,5,0
18838,233,1
18839,278,0
18840,,
18841,269,0
18842,-26,0
18843,-17,1
18844,-43,0
18845,-15,0
18846,,
18847,751,0
18848,368,0
18849,1455,1
18850,-23,0
18851,155,1
18852,267,0
18853,,
18854,-46,0
18855,-130,1
18856,72,0
18857,66,0
18858,117,0
18859,,
18860,248,1
18861,-46,0
18862,264,1
18863,184,1
18864,242,1
18865,347,0
18866,33,1
18867,163,1
18868,-46,0
18869,171,1
18870,-15,0
18871,-7,0
18872,,
18873,236,0
18874,69,0
18875,-14,0
18876,914,0
18877,-41,1
18878,,
18879,-27,0
18880,,
18881,,
18882,,
18883,-18,1
18884,,
18885,325,0
18886,,
18887,,
18888,,
18889,,
18890,159,0
18891,-87,0
18892,85,0
18893,,
18894,13,0
18895,106,0
18896,58,0
18897,-21,0
18898,-18,0
18899,-27,0
18900,-83,0
18901,192,1
18902,-95,0
18903,,
18904,17,0
18905,,
18906,-86,0
18907,334,0
18908,251,0
18909,-36,0
18910,40,0
18911,,
18912,-30,0
18913,429,0
18914,-15,1
18915,160,0
18916,-18,1
18917,-73,0
18918,,
18919,353,0
18920,,
18921,,
18922,123,0
18923,-43,1
18924,189,1
18925,146,0
18926,119,0
18927,123,0
18928,71,0
18929,-70,1
18930,-126,0
18931,111,0
18932,1,0
18933,-109,0
18934,160,0
18935,-21,1
18936,148,0
18937,257,0
18938,50,0
18939,,
18940,431,0
18941,,
18942,-22,0
18943,108,0
18944,268,0
18945,57,1
18946,215,0
18947,178,0
18948,-25,0
18949,322,0
18950,-10,0
18951,30,0
18952,77,1
18953,192,0
18954,-20,0
18955,-62,0
18956,190,0
18957,32,0
18958,-24,0
18959,,
18960,-5,0
18961,88,0
18962,285,0
18963,203,0
18964,-46,0
18965,141,0
18966,38,0
18967,4,0
18968,-33,0
18969,-191,0
18970,57,0
18971,440,1
18972,110,0
18973,218,0
18974,110,0
18975,-38,0
18976,20,0
18977,-94,0
18978,-83,0
18979,113,0
18980,,
18981,-54,0
18982,-44,0
18983,46,0
18984,-1,0
18985,409,1
18986,390,1
18987,48,0
18988,-1,0
18989,535,1
18990,134,0
18991,12,0
18992,324,0
18993,,
18994,-21,1
18995,491,0
18996,643,0
18997,160,0
18998,2,0
18999,128,0
19000,1627,0
19001,-2,0
19002,779,1
19003,682,0
19004,-96,0
19005,-27,0
19006,225,0
19007,779,0
19008,7,0
19009,-14,0
19010,-104,0
19011,-97,0
19012,551,0
19013,30,0
19014,210,0
19015,,
19016,555,1
19017,259,1
19018,402,0
19019,-6,1
19020,-62,0
19021,319,0
19022,,
19023,-54,0
19024,226,0
19025,-4,1
19026,20,0
19027,146,0
19028,,
19029,145,0
19030,665,1
19031,,
19032,,
19033,543,1
19034,,
19035,29,0
19036,-32,0
19037,,
19038,,
19039,119,0
19040,142,0
19041,-57,0
19042,-44,1
19043,402,1
19044,31,0
19045,,
19046,,
19047,34,1
19048,1,0
19049,-32,0
19050,-21,0
19051,-129,0
19052,,
19053,116,0
19054,86,0
19055,558,0
19056,29,0
19057,,
19058,,
19059,-1,0
19060,,
19061,-18,1
19062,649,0
19063,,
19064,371,0
19065,492,1
19066,,
19067,78,1
19068,666,0
19069,1,0
19070,-30,0
19071,278,0
19072,94,0
19073,-156,0
19074,118,0
19075,19,0
19076,,
19077,141,0
19078,458,0
19079,-27,0
19080,-67,0
19081,365,0
19082,-87,0
19083,19,0
19084,-57,0
19085,-49,1
19086,19,0
19087,-95,0
19088,188,0
19089,137,0
19090,850,0
19091,37,0
19092,309,1
19093,7,0
19094,-150,0
19095,,
19096,-38,0
19097,-32,0
19098,-7,1
19099,-9,0
19100,9,0
19101,,
19102,,
19103,-29,0
19104,178,0
19105,-13,1
19106,403,0
19107,-89,0
19108,8,0
19109,-77,0
19110,-70,0
19111,-68,0
19112,185,0
19113,-149,0
19114,84,0
19115,635,0
19116,254,0
19117,-9,0
19118,-113,0
19119,187,0
19120,11,0
19121,,
19122,372,0
19123,66,0
19124,,
19125,-17,0
19126,234,0
19127,132,0
19128,215,0
19129,-38,0
19130,-65,0
19131,126,0
19132,287,0
19133,-77,1
19134,21,0
19135,40,0
19136,105,0
19137,433,0
19138,328,0
19139,68,0
19140,178,1
19141,-112,0
19142,-85,1
19143,36,0
19144,,
19145,233,1
19146,12,0
19147,-53,0
19148,472,1
19149,910,0
19150,479,0
19151,-194,1
19152,281,0
19153,4,1
19154,-145,0
19155,171,0
19156,,
19157,65,0
19158,-29,0
19159,4,0
19160,,
19161,268,0
19162,,
19163,303,1
19164,14,0
19165,104,0
19166,1140,0
19167,609,0
19168,215,0
19169,-67,0
19170,,
19171,-22,0
19172,25,0
19173,-70,0
19174,139,0
19175,454,1
19176,3,0
19177,14,0
19178,265,0
19179,-20,0
19180,-31,0
19181,1,0
19182,15,0
19183,123,0
19184,-25,0
19185,294,0
19186,48,1
19187,,
19188,-122,0
19189,43,1
19190,-46,0
19191,1466,0
19192,-24,0
19193,4,0
19194,,
19195,157,0
19196,-27,0
19197,461,0
19198,177,0
19199,9,0
19200,104,1
19201,-47,0
19202,465,0
19203,1092,0
19204,14,0
19205,-2,0
19206,-89,0
19207,-62,0
19208,87,0
19209,29,0
19210,-105,1
19211,655,0
19212,337,0
19213,,
19214,-29,0
19215,,
19216,-50,1
19217,2,0
19218,-35,0
19219,-117,0
19220,,
19221,-9,0
19222,,
19223,370,1
19224,-144,0
19225,385,0
19226,-5,0
19227,-27,0
19228,-57,0
19229,55,0
19230,1478,0
19231,23,0
19232,-171,0
19233,,
19234,-63,0
19235,-24,0
19236,,
19237,-12,0
19238,2,1
19239,448,0
19240,,
19241,-29,0
19242,-20,1
19243,10,0
19244,231,0
19245,-7,1
19246,-57,1
19247,-15,1
19248,11,1
19249,-74,0
19250,12,0
19251,-3,0
19252,-20,1
19253,,
19254,-37,0
19255,231,1
19256,-47,0
19257,59,0
19258,95,0
19259,13,0
19260,70,0
19261,,
19262,253,0
19263,,
19264,-72,0
19265,-102,0
19266,13,0
19267,289,0
19268,237,1
19269,124,1
19270,-18,0
19271,-40,0
19272,72,0
19273,626,0
19274,,
19275,10,0
19276,-20,0
19277,-29,0
19278,-47,0
19279,-136,1
19280,-16,0
19281,496,0
19282,-22,0
19283,536,0
19284,,
19285,317,0
19286,-25,0
19287,-101,0
19288,-72,1
19289,,
19290,-39,0
19291,-39,1
19292,,
19293,-12,0
19294,-58,0
19295,-3,1
19296,235,0
19297,,
19298,165,0
19299,-68,1
19300,-130,1
19301,-31,0
19302,233,1
19303,18,0
19304,31,0
19305,59,1
19306,339,1
19307,495,0
19308,-126,0
19309,,
19310,1104,0
19311,1757,0
19312,,
19313,107,0
19314,-4,0
19315,1083,1
19316,132,1
19317,113,0
19318,-10,1
19319,226,0
19320,86,0
19321,,
19322,-102,0
19323,456,0
19324,,
19325,142,0
19326,199,0
19327,-34,0
19328,8,0
19329,6,0
19330,,
19331,161,0
19332,12,0
19333,,
19334,1247,0
19335,-44,0
19336,942,0
19337,-15,0
19338,,
19339,18,0
19340,-65,0
19341,195,0
19342,1427,0
19343,406,0
19344,-28,0
19345,277,0
19346,6,0
19347,167,0
19348,0,0
19349,,
19350,652,1
19351,,
19352,-96,0
19353,-68,0
19354,1900,0
19355,202,0
19356,-146,0
19357,211,0
19358,,
19359,357,1
19360,-5,0
19361,121,0
19362,-13,1
19363,,
19364,,
19365,-45,0
19366,995,0
19367,-139,0
19368,,
19369,108,1
19370,229,0
19371,206,0
19372,52,0
19373,-32,0
19374,62,0
19375,186,0
19376,-52,0
19377,-9,0
19378,459,1
19379,80,0
19380,,
19381,269,1
19382,-53,0
19383,-36,0
19384,-115,0
19385,-85,0
19386,124,0
19387,40,0
19388,164,0
19389,28,0
19390,100,0
19391,-118,1
19392,295,0
19393,373,0
19394,-162,0
19395,57,0
19396,-1,0
19397,239,0
19398,,
19399,,
19400,-56,0
19401,-1,0
19402,,
19403,-46,0
19404,-20,0
19405,1029,0
19406,-7,0
19407,457,0
19408,163,0
19409,,
19410,-33,1
19411,211,0
19412,236,0
19413,-11,0
19414,165,1
19415,,
19416,,
19417,-2,0
19418,74,0
19419,9,0
19420,-28,0
19421,61,0
19422,404,1
19423,648,0
19424,68,0
19425,-2,0
19426,-17,0
19427,761,0
19428,,
19429,-33,0
19430,-5,0
19431,,
19432,,
19433,147,0
19434,-15,0
19435,465,0
19436,,
19437,219,0
19438,860,0
19439,27,0
19440,-82,0
19441,142,0
19442,223,0
19443,1085,0
19444,,
19445,773,0
19446,386,0
19447,-169,0
19448,283,0
19449,-37,1
19450,399,0
19451,-61,1
19452,,
19453,-106,1
19454,-62,1
19455,,
19456,643,0
19457,-15,0
19458,-39,0
19459,-25,0
19460,151,1
19461,-118,0
19462,,
19463,,
19464,,
19465,1,1
19466,,
19467,493,1
19468,35,0
19469,-28,0
19470,-28,0
19471,380,1
19472,-7,0
19473,-25,0
19474,236,0
19475,33,0
19476,-34,0
19477,,
19478,1157,0
19479,213,0
19480,-8,0
19481,1033,0
19482,,
19483,,
19484,79,0
19485,244,0
19486,-20,1
19487,0,0
19488,126,1
19489,-31,1
19490,123,0
19491,-121,0
19492,-26,1
19493,639,0
19494,-96,0
19495,28,0
19496,-57,1
19497,208,1
19498,,
19499,-21,0
19500,106,0
19501,68,0
19502,,
19503,10,0
19504,,
19505,-78,1
19506,0,0
19507,-2,0
19508,-11,0
19509,-69,1
19510,,
19511,221,0
19512,-49,0
19513,153,0
19514,15,1
19515,8,1
19516,-14,0
19517,39,1
19518,393,0
19519,703,0
19520,-14,0
19521,451,0
19522,,
19523,308,0
19524,212,0
19525,271,1
19526,81,0
19527,8038,0
19528,-51,0
19529,,
19530,288,0
19531,-37,0
19532,87,0
19533,-68,1
19534,134,0
19535,242,0
19536,-83,0
19537,-1,0
19538,35,0
19539,675,0
19540,,
19541,61,1
19542,431,0
19543,542,0
19544,-13,0
19545,-44,0
19546,4,0
19547,124,0
19548,319,1
19549,-27,0
19550,-3,0
19551,,
19552,-6,0
19553,-95,0
19554,-109,0
19555,379,1
19556,,
19557,276,0
19558,,
19559,,
19560,485,0
19561,378,0
19562,-147,0
19563,11,0
19564,382,0
19565,423,0
19566,82,0
19567,-166,0
19568,,
19569,36,1
19570,224,0
19571,,
19572,77,0
19573,-27,0
19574,-35,0
19575,94,1
19576,462,0
19577,-85,1
19578,-73,1
19579,-12,1
19580,61,0
19581,1056,0
19582,193,0
19583,137,1
19584,-35,0
19585,750,0
19586,1510,1
19587,58,0
19588,-50,0
19589,377,0
19590,132,1
19591,,
19592,221,0
19593,325,1
19594,213,0
19595,232,0
19596,-20,0
19597,595,1
19598,-25,0
19599,199,0
19600,299,0
19601,-100,1
19602,-9,1
19603,94,1
19604,-6,0
19605,,
19606,-12,1
19607,249,1
19608,-31,0
19609,265,0
19610,-124,0
19611,-5,0
19612,189,0
19613,-57,0
19614,987,0
19615,,
19616,-33,0
19617,1942,0
19618,125,1
19619,-51,0
19620,403,1
19621,51,0
19622,,
19623,-182,0
19624,-18,0
19625,-135,0
19626,694,0
19627,-50,0
19628,24,0
19629,41,0
19630,-13,0
19631,,
19632,-38,0
19633,-73,0
19634,269,1
19635,-22,0
19636,210,1
19637,-171,1
19638,,
19639,-79,0
19640,128,1
19641,,
19642,33,0
19643,101,0
19644,-119,0
19645,171,0
19646,-34,0
19647,385,0
19648,82,0
19649,145,1
19650,-27,0
19651,-198,0
19652,427,0
19653,38,0
19654,1398,0
19655,175,1
19656,62,0
19657,84,0
19658,2,0
19659,1001,0
19660,105,0
19661,,
19662,316,0
19663,105,0
19664,,
19665,376,0
19666,319,0
19667,-95,0
19668,10,0
19669,771,0
19670,174,0
19671,11,0
19672,887,0
19673,-58,0
19674,10,0
19675,-65,0
19676,306,0
19677,,
19678,75,1
19679,317,0
19680,,
19681,-23,0
19682,163,0
19683,285,0
19684,1293,0
19685,22,1
19686,112,0
19687,-15,1
19688,517,0
19689,13,0
19690,-83,0
19691,202,0
19692,-27,0
19693,,
19694,87,0
19695,-28,0
19696,,
19697,-40,0
19698,525,0
19699,-7,0
19700,151,0
19701,678,0
19702,589,0
19703,629,1
19704,-53,0
19705,,
19706,572,0
19707,-36,1
19708,32,0
19709,163,1
19710,1227,0
19711,-35,0
19712,10,0
19713,144,0
19714,94,0
19715,-43,0
19716,21,0
19717,61,0
19718,-104,0
19719,128,0
19720,-26,0
19721,148,0
19722,,
19723,221,0
19724,603,0
19725,229,0
19726,-214,0
19727,187,0
19728,-5,0
19729,577,0
19730,141,0
19731,911,1
19732,,
19733,-12,0
19734,-2,0
19735,-116,1
19736,-62,0
19737,-48,0
19738,-198,0
19739,,
19740,,
19741,-109,0
19742,-45,0
19743,,
19744,-81,0
19745,,
19746,-14,0
19747,296,0
19748,-102,0
19749,799,0
19750,144,0
19751,-14,0
19752,-12,0
19753,,
19754,-17,0
19755,-27,0
19756,12,0
19757,-28,0
19758,303,0
19759,167,0
19760,-26,1
19761,,
19762,80,0
19763,-35,0
19764,211,0
19765,137,0
19766,,
19767,-50,0
19768,1325,1
19769,,
19770,-31,0
19771,-273,1
19772,170,0
19773,,
19774,-91,0
19775,37,0
19776,94,1
19777,74,0
19778,138,1
19779,233,0
19780,-17,0
19781,-49,0
19782,130,0
19783,-21,1
19784,1844,0
19785,,
19786,,
19787,75,1
19788,10,0
19789,,
19790,19,0
19791,433,1
19792,,
19793,-18,1
19794,-154,0
19795,49,0
19796,22,0
19797,160,0
19798,42,0
19799,7,0
19800,290,0
19801,-28,1
19802,-82,0
19803,-46,0
19804,,
19805,-64,1
19806,158,0
19807,265,1
19808,,
19809,192,0
19810,-78,1
19811,,
19812,-11,1
19813,358,0
19814,2,1
19815,-10,0
19816,366,0
19817,43,0
19818,,
19819,71,1
19820,695,0
19821,-26,0
19822,-47,1
19823,282,0
19824,171,0
19825,308,1
19826,-44,0
19827,108,0
19828,-84,0
19829,,
19830,-8,0
19831,,
19832,-60,1
19833,-62,0
19834,322,0
19835,114,0
19836,16,1
19837,,
19838,78,0
19839,108,1
19840,413,0
19841,10,0
19842,1,0
19843,,
19844,,
19845,6,0
19846,-22,0
19847,171,1
19848,171,0
19849,680,0
19850,261,0
19851,,
19852,,
19853,-55,0
19854,17,0
19855,-29,1
19856,26,0
19857,-67,0
19858,,
19859,1521,0
19860,83,1
19861,-2,0
19862,,
19863,1173,0
19864,-19,0
19865,462,0
19866,-18,0
19867,-49,0
19868,-25,0
19869,,
19870,-70,0
19871,1189,0
19872,-103,0
19873,,
19874,-14,0
19875,219,1
19876,167,0
19877,,
19878,40,0
19879,-89,0
19880,-22,1
19881,327,0
19882,0,1
19883,,
19884,181,0
19885,31,0
19886,-86,1
19887,138,0
19888,540,0
19889,-27,0
19890,-86,0
19891,284,0
19892,,
19893,-49,0
19894,575,0
19895,262,0
19896,,
19897,-72,1
19898,353,0
19899,-72,1
19900,96,1
19901,59,0
19902,-95,0
19903,2,0
19904,86,0
19905,-45,1
19906,292,0
19907,-36,0
19908,-62,0
19909,1012,0
19910,-8,0
19911,798,0
19912,-93,0
19913,493,0
19914,-12,0
19915,112,1
19916,168,0
19917,-72,0
19918,,
19919,213,0
19920,657,1
19921,-17,0
19922,,
19923,456,0
19924,-47,0
19925,390,1
19926,-171,0
19927,203,0
19928,-126,1
19929,423,1
19930,161,1
19931,-47,0
19932,11,0
19933,-83,0
19934,25,0
19935,48,0
19936,139,1
19937,107,1
19938,152,1
19939,-244,0
19940,-6,1
19941,,
19942,-83,0
19943,590,0
19944,-24,1
19945,388,0
19946,48,0
19947,-23,0
19948,60,0
19949,592,0
19950,160,0
19951,,
19952,-128,0
19953,25,1
19954,-26,0
19955,285,0
19956,,
19957,-68,0
19958,,
19959,184,1
19960,-17,1
19961,104,0
19962,-159,0
19963,-2,0
19964,24,0
19965,-56,0
19966,4,0
19967,-47,0
19968,,
19969,39,0
19970,-68,0
19971,,
19972,-37,0
19973,,
19974,-29,0
19975,,
19976,-81,0
19977,-27,0
19978,-6,0
19979,-152,0
19980,-3,0
19981,,
19982,,
19983,,
19984,-73,0
19985,445,0
19986,64,0
19987,-14,0
19988,-28,0
19989,117,1
19990,926,1
19991,20,0
19992,561,0
19993,62,0
19994,773,1
19995,-22,0
19996,349,0
19997,369,0
19998,107,0
19999,197,1
20000,,
20001,-24,1
20002,-92,0
20003,86,1
20004,-128,0
20005,464,0
20006,-4,1
20007,-87,0
20008,-55,0
20009,6,0
20010,13,0
20011,2,0
20012,-51,1
20013,16,0
20014,668,0
20015,,
20016,-9,1
20017,-43,0
20018,102,0
20019,-17,0
20020,62,0
20021,121,0
20022,35,0
20023,53,0
20024,-62,0
20025,123,0
20026,-9,1
20027,-71,1
20028,-62,0
20029,9,0
20030,-191,1
20031,-21,0
20032,-3,0
20033,174,0
20034,,
20035,262,0
20036,,
20037,390,0
20038,,
20039,-30,0
20040,-68,0
20041,-117,0
20042,6,0
20043,34,0
20044,14,0
20045,,
20046,-28,0
20047,-17,0
20048,,
20049,-28,0
20050,2,0
20051,385,0
20052,,
20053,899,0
20054,,
20055,-30,0
20056,-109,1
20057,455,0
20058,215,0
20059,-19,0
20060,515,1
20061,-2,0
20062,285,0
20063,-29,1
20064,64,1
20065,29,0
20066,373,0
20067,-31,0
20068,19,1
20069,310,0
20070,60,0
20071,-31,0
20072,115,0
20073,158,0
20074,7,0
20075,1,0
20076,,
20077,729,0
20078,227,1
20079,192,0
20080,379,0
20081,-124,0
20082,1048,0
20083,465,0
20084,138,0
20085,-27,0
20086,-72,1
20087,27,1
20088,,
20089,,
20090,,
20091,,
20092,,
20093,-3,0
20094,-99,0
20095,-122,0
20096,36,1
20097,196,1
20098,,
20099,-18,0
20100,-59,0
20101,,
20102,-36,1
20103,,
20104,589,1
20105,,
20106,-77,0
20107,303,0
20108,2142,0
20109,,
20110,-37,0
20111,138,0
20112,1377,0
20113,701,1
20114,-22,0
20115,-3,0
20116,-27,0
20117,-61,0
20118,,
20119,676,1
20120,-83,1
20121,286,0
20122,693,0
20123,,
20124,34,0
20125,-20,0
20126,,
20127,625,0
20128,81,0
20129,10,0
20130,41,0
20131,,
20132,360,0
20133,173,0
20134,14,1
20135,228,0
20136,,
20137,,
20138,980,0
20139,282,0
20140,77,0
20141,343,0
20142,968,1
20143,,
20144,26,0
20145,,
20146,-56,1
20147,1791,0
20148,-234,0
20149,-24,1
20150,42,0
20151,3,0
20152,4,0
20153,547,0
20154,,
20155,-6,0
20156,177,1
20157,-14,1
20158,-3,0
20159,-11,0
20160,11,1
20161,-2,1
20162,367,0
20163,-136,1
20164,46,1
20165,-38,1
20166,177,0
20167,106,0
20168,,
20169,,
20170,121,0
20171,602,0
20172,121,1
20173,47,0
20174,53,0
20175,147,1
20176,104,1
20177,-74,0
20178,-23,0
20179,-30,0
20180,,
20181,,
20182,-50,0
20183,,
20184,-48,0
20185,,
20186,11,0
20187,-107,0
20188,,
20189,116,0
20190,,
20191,295,0
20192,,
20193,-15,0
20194,-138,0
20195,-186,1
20196,-5,0
20197,364,0
20198,491,0
20199,560,0
20200,366,1
20201,-30,0
20202,-55,0
20203,,
20204,253,0
20205,-32,1
20206,229,0
20207,32,0
20208,49,0
20209,4,1
20210,,
20211,11,0
20212,381,1
20213,,
20214,-127,0
20215,-5,0
20216,-30,0
20217,347,1
20218,-19,0
20219,68,0
20220,100,0
20221,-15,0
20222,-37,0
20223,1152,0
20224,,
20225,1146,0
20226,379,1
20227,,
20228,,
20229,,
20230,731,0
20231,-17,0
20232,,
20233,-68,0
20234,17,0
20235,-9,0
20236,243,0
20237,88,0
20238,89,0
20239,-23,1
20240,,
20241,,
20242,243,0
20243,546,0
20244,0,0
20245,-38,0
20246,-31,0
20247,212,0
20248,197,0
20249,,
20250,,
20251,-1,0
20252,540,1
20253,-57,0
20254,2349,1
20255,158,0
20256,71,0
20257,-9,0
20258,,
20259,0,0
20260,140,0
20261,-3,0
20262,17,0
20263,320,0
20264,315,0
20265,-24,0
20266,246,0
20267,381,0
20268,114,0
20269,,
20270,-34,1
20271,125,0
20272,-30,0
20273,-30,0
20274,181,0
20275,-61,0
20276,,
20277,-22,0
20278,166,0
20279,-19,1
20280,1,0
20281,-47,0
20282,509,0
20283,,
20284,,
20285,10,0
20286,-2,0
20287,-35,0
20288,15,0
20289,,
20290,326,0
20291,13,0
20292,-252,0
20293,164,1
20294,159,0
20295,5,0
20296,601,0
20297,452,0
20298,-14,0
20299,-152,1
20300,-17,1
20301,-51,0
20302,55,0
20303,-21,0
20304,-26,0
20305,-110,0
20306,-62,1
20307,,
20308,-106,1
20309,,
20310,159,1
20311,-49,0
20312,-24,0
20313,208,0
20314,744,0
20315,-20,0
20316,172,0
20317,-21,0
20318,-10,0
20319,269,0
20320,4,0
20321,-42,0
20322,199,1
20323,-36,1
20324,112,0
20325,-21,0
20326,153,0
20327,-18,1
20328,608,0
20329,637,0
20330,,
20331,,
20332,-3,0
20333,-139,0
20334,0,0
20335,39,0
20336,488,0
20337,,
20338,-19,0
20339,,
20340,141,0
20341,446,0
20342,441,0
20343,199,0
20344,-30,0
20345,-27,0
20346,,
20347,-30,0
20348,567,0
20349,-49,0
20350,-167,1
20351,163,1
20352,-72,0
20353,-30,0
20354,,
20355,119,0
20356,-74,0
20357,-102,0
20358,,
20359,958,0
20360,43,0
20361,-33,1
20362,523,0
20363,814,0
20364,276,0
20365,-34,0
20366,-84,0
20367,-34,0
20368,,
20369,23,0
20370,,
20371,,
20372,69,0
20373,,
20374,-72,0
20375,287,0
20376,-179,1
20377,165,0
20378,-70,1
20379,289,0
20380,,
20381,25,0
20382,211,0
20383,-15,1
20384,602,0
20385,22,1
20386,126,0
20387,254,0
20388,,
20389,1,0
20390,,
20391,17,0
20392,541,0
20393,43,0
20394,-26,0
20395,3,1
20396,52,1
20397,-33,0
20398,-16,0
20399,,
20400,9,0
20401,,
20402,204,0
20403,,
20404,-106,1
20405,-51,0
20406,85,0
20407,80,0
20408,,
20409,,
20410,-73,0
20411,227,1
20412,,
20413,206,0
20414,-8,0
20415,86,0
20416,295,0
20417,320,0
20418,-91,0
20419,-179,0
20420,-45,0
20421,28,0
20422,-105,0
20423,55,0
20424,,
20425,224,1
20426,,
20427,1152,1
20428,700,0
20429,-63,0
20430,,
20431,125,0
20432,47,1
20433,-83,0
20434,-50,0
20435,186,0
20436,-102,0
20437,85,0
20438,-3,0
20439,120,0
20440,102,0
20441,-15,0
20442,,
20443,-35,0
20444,221,0
20445,-23,1
20446,-45,1
20447,,
20448,-31,1
20449,-97,1
20450,-112,0
20451,-29,0
20452,243,1
20453,133,0
20454,-35,0
20455,-70,0
20456,218,0
20457,80,0
20458,209,0
20459,-47,0
20460,1,0
20461,287,0
20462,34,0
20463,44,0
20464,14,1
20465,-101,0
20466,170,0
20467,,
20468,-10,1
20469,523,0
20470,-1,0
20471,279,1
20472,16,0
20473,412,0
20474,-67,1
20475,8,0
20476,303,0
20477,-23,0
20478,-52,0
20479,,
20480,69,0
20481,-8,0
20482,307,0
20483,3,0
20484,124,0
20485,-28,0
20486,4,1
20487,61,0
20488,-26,1
20489,5,0
20490,27,1
20491,-16,1
20492,87,0
20493,-29,0
20494,13,1
20495,130,0
20496,,
20497,,
20498,349,0
20499,63,0
20500,141,0
20501,815,0
20502,215,0
20503,255,1
20504,325,0
20505,,
20506,1101,1
20507,140,0
20508,519,0
20509,-1,0
20510,-29,0
20511,39,1
20512,-134,0
20513,182,0
20514,134,0
20515,241,0
20516,246,0
20517,84,0
20518,-50,0
20519,812,0
20520,,
20521,-4,0
20522,284,0
20523,-22,0
20524,,
20525,,
20526,-2,0
20527,,
20528,129,1
20529,41,0
20530,,
20531,-3,0
20532,713,0
20533,-13,0
20534,561,0
20535,-49,0
20536,53,0
20537,-3,0
20538,-31,0
20539,-56,1
20540,1281,0
20541,201,0
20542,520,0
20543,168,0
20544,,
20545,509,0
20546,,
20547,-42,0
20548,174,0
20549,,
20550,-143,0
20551,92,0
20552,-143,0
20553,-12,0
20554,135,0
20555,,
20556,,
20557,20,0
20558,,
20559,527,0
20560,337,0
20561,,
20562,80,1
20563,98,0
20564,-95,0
20565,336,0
20566,45,0
20567,,
20568,326,0
20569,-70,0
20570,-68,0
20571,-49,0
20572,-165,0
20573,-41,1
20574,14,0
20575,-7,0
20576,-42,1
20577,,
20578,150,0
20579,,
20580,296,1
20581,-13,0
20582,428,0
20583,392,0
20584,-49,0
20585,2,0
20586,23,1
20587,-9,0
20588,,
20589,1413,0
20590,30,0
