id,age,income,tenure9,district
17314,3,4,13.33,1200
17315,3,6,4.08,1200
17316,3,5,5.25,1200
17317,3,8,16.75,1200
17318,7,7,21.58,1200
17319,,,8.58,1200
17320,4,3,13.16,1200
17321,4,6,13.91,1200
17322,4,9,26.75,1200
17323,2,5,9.5,1300
17324,4,7,7.5,1200
17325,3,9,6.58,1200
17326,6,6,9.08,1200
17327,3,7,21.5,1200
17328,,,5.5,1200
17329,7,2,0.16,1300
17330,,,2.33,1200
17331,,,4.25,1200
17332,4,6,8.58,1200
17333,3,6,4.83,1100
17334,7,1,6,1200
17335,5,8,20.66,1200
17336,2,8,2.91,1200
17337,4,7,5.66,1200
17338,2,1,3,1300
17339,3,7,0.16,1300
17340,,,0.5,1200
17341,,,19.25,1200
17342,3,3,11.33,1200
17343,7,1,23.58,1100
17344,,,0.75,1200
17345,,,0.58,1200
17346,,,0.16,1200
17347,4,5,5.33,1200
17348,2,4,3.16,1200
17349,5,9,5.5,1200
17350,,,3.75,1200
17351,,,17.33,1200
17352,6,4,11.41,1200
17353,,,12.83,1200
17354,4,8,9.5,1300
17355,2,1,2.41,1200
17356,4,6,18.5,1200
17357,4,7,6.25,1200
17358,7,3,19.16,1200
17359,4,,6.66,1200
17360,2,6,4,1200
17361,2,7,11.75,1200
17362,7,6,29.25,1300
17363,5,2,4.25,1200
17364,,,10.91,1200
17365,7,6,9.08,1200
17366,6,8,21.33,1200
17367,2,4,9.33,1200
17368,4,8,8.66,1300
17369,,,14.75,1100
17370,3,9,3.33,1200
17371,5,9,11.58,1200
17372,7,2,24.91,1200
17373,6,6,21,1200
17374,5,3,8.58,1200
17375,,,6.25,1100
17376,,,8.25,1200
17377,7,1,18.91,1100
17378,,5,7,1300
17379,4,6,1.83,1200
17380,3,5,5.25,1300
17381,7,4,28.66,1200
17382,3,3,5.58,1200
17383,4,6,11.58,1200
17384,2,7,5.91,1300
17385,2,9,2.75,1200
17386,2,7,4.5,1100
17387,,,1.41,1200
17388,3,8,6.33,1300
17389,4,7,16,1200
17390,7,3,1.58,1200
17391,,,2,1300
17392,4,9,10.58,1200
17393,2,9,5.33,1200
17394,6,4,23.41,1200
17395,,,4.91,1300
17396,6,5,26.83,1300
17397,4,4,17.5,1200
17398,4,7,4.41,1200
17399,,,4.41,1200
17400,3,6,16.66,1300
17401,,,0.91,1200
17402,,,11.08,1200
17403,4,9,1.58,1200
17404,6,2,13.58,1200
17405,6,5,34.5,1300
17406,,,2.66,1100
17407,7,6,19.16,1200
17408,,,0.16,1300
17409,7,3,3.66,1200
17410,5,9,10.58,1200
17411,5,6,9.66,1100
17412,4,6,18.41,1200
17413,,,3.58,1200
17414,7,4,0.91,1300
17415,3,7,19.08,1300
17416,,,4.08,1100
17417,3,3,2.58,1200
17418,6,2,7.08,1200
17419,5,7,25,1200
17420,,5,1.5,1200
17421,,,3.91,1200
17422,3,6,1.08,1100
17423,6,3,0.16,1200
17424,7,9,8.41,1200
17425,2,9,8.5,1200
17426,3,4,6.75,1200
17427,7,1,14.33,1200
17428,5,7,3.5,1200
17429,3,9,7.41,1200
17430,2,6,2,1200
17431,3,9,22.75,1200
17432,4,9,5.08,1200
17433,4,1,1.66,1200
17434,2,6,9.75,1300
17435,5,6,40.16,1200
17436,,,5.08,1200
17437,2,3,10.08,1200
17438,6,3,13.33,1100
17439,7,5,22.08,1300
17440,,,0.25,1300
17441,6,4,15.66,1200
17442,2,1,5.25,1200
17443,,,0.5,1200
17444,2,6,4,1200
17445,7,1,19.25,1100
17446,,,7.58,1200
17447,4,7,6.66,1200
17448,6,3,18.16,1200
17449,,,0.66,1200
17450,5,4,28.33,1200
17451,,,3.08,1200
17452,,,1.5,1200
17453,,,3,1200
17454,2,,6.66,1200
17455,4,7,14.5,1200
17456,,,5.41,1200
17457,6,4,12.41,1200
17458,2,7,4.16,1300
17459,,,30.75,1200
17460,4,9,2.58,1200
17461,4,4,6.75,1200
17462,,,29.25,1200
17463,5,6,5.08,1200
17464,4,6,11.08,1200
17465,6,4,15.25,1200
17466,3,8,6,1200
17467,3,1,6.41,1300
17468,6,3,34.33,1100
17469,2,4,6.16,1200
17470,7,1,29,1200
17471,,,0.83,1200
17472,4,8,3.58,1300
17473,5,6,5.41,1200
17474,5,9,10.66,1300
17475,,,4.41,1200
17476,,,26.08,1200
17477,,,6.16,1200
17478,2,9,5.91,1200
17479,6,1,16.16,1300
17480,5,,6,1200
17481,6,9,13,1300
17482,7,1,6.58,1200
17483,,,4.08,1300
17484,4,8,9.25,1200
17485,4,9,21.5,1200
17486,5,9,8.5,1200
17487,2,5,4.75,1200
17488,4,6,23.91,1200
17489,7,9,0.58,1200
17490,,,5,1100
17491,,,10.75,1200
17492,6,8,24.16,1200
17493,4,1,15.25,1300
17494,2,7,8.33,1200
17495,,,3.08,1200
17496,4,7,11.41,1200
17497,,,4.5,1200
17498,,,0.91,1300
17499,,,6.16,1200
17500,5,5,19.08,1100
17501,,,0.25,1300
17502,5,4,18.33,1200
17503,4,6,5.16,1100
17504,4,7,4.16,1200
17505,3,7,21.83,1200
17506,,,0.5,1200
17507,7,9,1,1200
17508,,6,0.83,1300
17509,1,1,4.16,1200
17510,,,11.33,1200
17511,4,1,0.83,1300
17512,2,6,4.33,1200
17513,6,1,15.08,1100
17514,,,3.25,1200
17515,3,7,4.16,1200
17516,2,6,0.25,1200
17517,6,4,20.66,1200
17518,5,6,9.66,1200
17519,3,9,4.41,1200
17520,2,7,1.33,1200
17521,,,1.16,1200
17522,6,5,31.33,1200
17523,4,7,30.08,1200
17524,1,5,2.41,1200
17525,4,8,2.75,1200
17526,3,7,4.58,1200
17527,4,9,7.83,1200
17528,7,3,19.16,1300
17529,2,8,6.41,1200
17530,4,2,1.91,1200
17531,,,2.83,1200
17532,6,9,9.25,1200
17533,4,5,18.41,1100
17534,5,7,32.16,1200
17535,5,,7,1200
17536,4,6,2,1200
17537,6,3,7.33,1200
17538,4,6,18.08,1100
17539,2,9,1.33,1200
17540,4,5,21.33,1200
17541,,,15.25,1200
17542,,,2.25,1200
17543,,,9.75,1200
17544,3,6,4.16,1200
17545,6,4,11.41,1100
17546,2,5,1.5,1200
17547,2,3,5.08,1200
17548,2,6,5.58,1200
17549,7,6,31.66,1200
17550,5,6,33.58,1300
17551,,,32.58,1200
17552,1,3,3.75,1200
17553,,,8.08,1200
17554,4,7,4.66,1200
17555,,7,7.41,1200
17556,3,6,7,1200
17557,6,1,17.91,1200
17558,6,7,27.83,1200
17559,3,7,14.08,1200
17560,2,6,5.25,1200
17561,1,6,12.16,1200
17562,7,2,34.33,1100
17563,5,5,13.58,1200
17564,4,6,5.16,1200
17565,4,4,9.16,1100
17566,5,6,30.91,1300
17567,1,3,5.58,1200
17568,7,1,1.91,1200
17569,1,6,6.58,1200
17570,6,1,15.5,1300
17571,2,3,10.16,1100
17572,,,3.08,1200
17573,,,7.91,1200
17574,2,9,6.08,1200
17575,6,3,15.75,1200
17576,2,6,5.08,1200
17577,,,5.41,1200
17578,2,3,5.5,1300
17579,7,1,18.58,1100
17580,6,5,14.58,1200
17581,3,1,6.58,1200
17582,2,,0.5,1200
17583,3,4,4.66,1300
17584,4,8,14,1200
17585,4,8,10.66,1200
17586,7,1,7.91,1200
17587,,,6.91,1200
17588,2,9,4,1300
17589,3,6,9.25,1200
17590,3,6,2.66,1300
17591,4,9,12.41,1200
17592,,4,2,1100
17593,5,8,12.58,1200
17594,,,16.66,1200
17595,5,9,11.33,1200
17596,3,4,2.25,1100
17597,3,4,19.08,1100
17598,,,3.25,1200
17599,5,8,10.83,1200
17600,3,6,9.91,1200
17601,3,7,9.25,1200
17602,4,6,7.91,1200
17603,2,6,9.58,1200
17604,,6,5.08,1200
17605,,,0.66,1100
17606,4,9,23.33,1200
17607,3,8,12.16,1200
17608,3,6,7.83,1200
17609,,,15.5,1200
17610,4,7,7.83,1200
17611,4,9,11.58,1200
17612,6,5,37.41,1100
17613,6,7,15.91,1200
17614,,,33.66,1300
17615,3,9,14.91,1200
17616,3,,6.66,1200
17617,4,9,8.91,1200
17618,2,6,2.25,1200
17619,5,4,5.75,1200
17620,6,7,13.08,1200
17621,7,5,22.08,1200
17622,4,8,8.16,1300
17623,4,7,2.66,1200
17624,4,6,17.16,1200
17625,3,3,6.5,1200
17626,3,8,16.83,1200
17627,,,0.83,1200
17628,7,6,33.83,1200
17629,,,7.08,1200
17630,3,5,10.58,1200
17631,3,7,6.33,1200
17632,2,5,2,1200
17633,3,9,14.5,1200
17634,,,14.08,1200
17635,5,6,17.08,1200
17636,3,6,3.08,1200
17637,3,3,0.91,1200
17638,2,6,9.41,1200
17639,,,0.41,1200
17640,2,4,1.75,1200
17641,,,2.5,1200
17642,,,13.41,1200
17643,3,9,6.58,1200
17644,,,5.16,1200
17645,4,7,28.33,1200
17646,2,4,4.58,1300
17647,7,8,14.58,1200
17648,4,3,27.16,1200
17649,4,9,7.58,1200
17650,4,8,22.58,1200
17651,,,4.58,1200
17652,,,25.91,1300
17653,5,7,20.25,1200
17654,5,9,25.08,1200
17655,,3,3.33,1100
17656,6,1,6.58,1200
17657,7,8,5,1200
17658,6,9,1.75,1300
17659,3,6,4.41,1300
17660,6,5,5.66,1300
17661,3,8,17.5,1200
17662,4,6,11,1200
17663,4,3,10.91,1200
17664,4,7,14.91,1100
17665,3,6,14.75,1200
17666,4,7,5.66,1200
17667,6,3,31.33,1200
17668,6,7,8.08,1200
17669,5,7,33.83,1300
17670,2,3,6.41,1200
17671,7,7,15,1200
17672,6,7,22.08,1200
17673,2,6,4.5,1200
17674,4,6,7.33,1200
17675,7,4,25.83,1200
17676,,,3.33,1300
17677,3,8,9.91,1200
17678,,,27.58,1200
17679,,,0.25,1200
17680,3,7,3.58,1200
17681,,,7.58,1200
17682,7,6,31.58,1200
17683,4,4,4.58,1300
17684,3,5,3.25,1100
17685,4,6,13.58,1200
17686,3,6,6.25,1200
17687,,,22.75,1300
17688,3,6,11.33,1200
17689,4,3,5.16,1200
17690,2,3,3.33,1200
17691,6,5,3.75,1300
17692,4,4,5.08,1200
17693,,,16.08,1200
17694,,,9,1100
17695,6,6,13.16,1300
17696,4,1,4.16,1300
17697,,,3.5,1200
17698,6,2,30.08,1200
17699,5,1,12.08,1200
17700,2,5,6.75,1200
17701,,,11.58,1100
17702,5,6,14.91,1200
17703,,,2.25,1200
17704,,,3.5,1300
17705,,,8.16,1200
17706,3,7,7.75,1200
17707,3,7,15.25,1200
17708,2,1,0.5,1200
17709,1,,14.66,1200
17710,,,7.58,1100
17711,,,30.75,1200
17712,7,2,31.83,1200
17713,3,3,4,1200
17714,6,3,17.75,1200
17715,,,12.91,1200
17716,7,1,22.08,1200
17717,4,3,18.58,1200
17718,4,6,9.5,1200
17719,7,9,8.58,1200
17720,,,3.66,1200
17721,,,0.83,1200
17722,4,3,1.75,1200
17723,,,6.16,1200
17724,5,8,3,1200
17725,,,15.33,1200
17726,,,1.25,1200
17727,,,0.66,1200
17728,4,,4.33,1200
17729,2,3,6.58,1200
17730,3,6,2,1200
17731,5,1,7.16,1100
17732,7,6,9,1200
17733,1,3,4.16,1200
17734,,,25.16,1200
17735,,,7.33,1100
17736,3,4,4.58,1100
17737,6,4,3.16,1100
17738,5,6,23.16,1200
17739,,,21.25,1300
17740,,9,20.91,1200
17741,5,3,13,1100
17742,4,2,10.5,1100
17743,3,8,14.33,1200
17744,3,7,8.41,1100
17745,4,9,26.66,1200
17746,6,4,20,1200
17747,3,8,8.66,1300
17748,7,5,3.41,1200
17749,7,4,0.66,1300
17750,4,6,24.83,1200
17751,3,8,6.66,1200
17752,5,4,10.91,1200
17753,4,4,5.58,1200
17754,4,3,6.83,1200
17755,2,6,5.5,1200
17756,4,5,8.58,1200
17757,,,14.41,1200
17758,6,5,20.58,1100
17759,2,9,4.75,1200
17760,4,5,3.75,1100
17761,7,8,16.83,1200
17762,4,9,5.91,1200
17763,2,4,3.08,1200
17764,4,6,14.75,1200
17765,,,3.5,1200
17766,7,6,3.5,1200
17767,4,7,25.5,1300
17768,,,6.25,1200
17769,3,1,16.08,1200
17770,6,2,15.16,1200
17771,7,8,1.91,1200
17772,3,7,1.16,1200
17773,,,12.83,1200
17774,1,2,4.5,1200
17775,1,8,2,1200
17776,3,4,21.33,1200
17777,5,7,1.58,1200
17778,6,1,2.41,1200
17779,5,7,4.5,1200
17780,,,0.83,1200
17781,,,1.91,1200
17782,5,9,8,1200
17783,3,6,8.58,1200
17784,7,1,19.75,1200
17785,5,1,5.58,1100
17786,6,7,8.83,1200
17787,,,4.83,1200
17788,,,2.41,1200
17789,7,6,2.83,1300
17790,,,0.83,1200
17791,6,1,34.58,1100
17792,3,7,2.41,1200
17793,,,6.75,1300
17794,5,7,28.16,1200
17795,2,9,1.25,1200
17796,3,7,11.33,1200
17797,2,9,2.41,1200
17798,,,8.75,1200
17799,2,6,9.66,1100
17800,4,7,9.83,1200
17801,3,3,3.66,1200
17802,,,10.41,1200
17803,4,6,14.75,1200
17804,,1,6.25,1200
17805,5,9,21.16,1200
17806,4,4,3.41,1100
17807,,,4.08,1200
17808,,,2.66,1200
17809,4,6,15.75,1200
17810,3,3,11.75,1300
17811,,,12.5,1300
17812,1,3,0.91,1200
17813,6,1,1.91,1200
17814,4,5,25,1200
17815,5,5,0.25,1200
17816,5,6,23.5,1200
17817,7,3,22.33,1200
17818,5,8,23.91,1200
17819,2,4,2.16,1200
17820,,,11.25,1100
17821,5,6,4.16,1200
17822,,,25.5,1200
17823,4,7,11.75,1200
17824,3,6,8,1200
17825,2,2,3.08,1300
17826,,,4.08,1200
17827,4,9,16.33,1200
17828,4,6,5.08,1200
17829,2,1,6.41,1300
17830,,,15.08,1200
17831,7,1,3.33,1300
17832,5,5,24.33,1100
17833,5,6,8.83,1200
17834,,5,10.75,1200
17835,4,6,15.66,1200
17836,5,7,28.66,1300
17837,6,8,29.83,1200
17838,,,6.91,1200
17839,5,6,31.33,1200
17840,,,4.5,1200
17841,,,5.5,1200
17842,4,9,15.75,1200
17843,,,5.83,1200
17844,2,1,3.5,1300
17845,6,6,10.5,1200
17846,3,6,16.66,1300
17847,5,7,28.91,1200
17848,7,,19.91,1200
17849,7,3,1.66,1300
17850,,,4.25,1200
17851,2,2,1.16,1200
17852,7,7,38.16,1200
17853,4,9,3.58,1200
17854,7,8,1,1200
17855,6,7,23.91,1200
17856,4,9,3.75,1200
17857,4,3,20.66,1300
17858,3,4,9.16,1200
17859,7,8,9.5,1200
17860,6,6,11,1200
17861,3,6,4.41,1200
17862,2,3,1.91,1200
17863,,,4.16,1200
17864,,,36.41,1300
17865,7,1,20.75,1100
17866,4,7,10.75,1200
17867,,,20.91,1300
17868,5,,5.25,1200
17869,3,6,5,1200
17870,,,3.91,1200
17871,5,4,5.5,1200
17872,6,4,33.33,1100
17873,,,6.16,1300
17874,4,6,12.75,1200
17875,,,3.75,1300
17876,2,6,6.08,1200
17877,1,9,6.16,1300
17878,2,7,7.91,1200
17879,5,6,9.91,1200
17880,7,5,25.58,1200
17881,3,5,6.08,1200
17882,7,9,19.75,1200
17883,,,2.83,1200
17884,5,9,26.41,1100
17885,1,2,2.41,1300
17886,5,4,7,1300
17887,2,4,1.91,1200
17888,5,6,24.58,1200
17889,,,9.58,1200
17890,1,2,4.75,1300
17891,1,3,0.33,1200
17892,4,4,15.33,1200
17893,6,7,26.08,1200
17894,7,5,1.66,1200
17895,,,4.16,1200
17896,3,8,6.25,1100
17897,2,6,9.66,1200
17898,3,7,8.91,1200
17899,2,8,2.58,1200
17900,,,0.58,1100
17901,7,3,6.41,1200
17902,3,9,7.83,1200
17903,7,4,18.41,1200
17904,3,6,1.08,1200
17905,7,6,31.83,1200
17906,,,2.58,1200
17907,,,18.83,1300
17908,3,9,8.25,1200
17909,,,9.75,1200
17910,2,6,4.5,1200
17911,5,4,2.41,1200
17912,4,6,1.58,1200
17913,7,8,3.75,1200
17914,3,4,8.66,1100
17915,2,2,2.75,1300
17916,2,1,3,1200
17917,4,4,13.75,1300
17918,2,9,2.41,1200
17919,5,6,20.66,1300
17920,4,7,14.08,1200
17921,7,8,11.83,1200
17922,6,4,13.58,1300
17923,5,9,4,1200
17924,4,5,4.33,1300
17925,,,6.91,1300
17926,2,5,4.41,1200
17927,3,5,1.91,1200
17928,4,4,3.91,1200
17929,2,7,4.25,1200
17930,3,9,1.5,1200
17931,3,6,2,1200
17932,2,8,11.91,1200
17933,,,1.41,1200
17934,,,30.08,1200
17935,3,7,8.25,1200
17936,3,1,4,1200
17937,2,5,9.5,1200
17938,6,7,30,1200
17939,3,9,14.5,1200
17940,,,21.58,1100
17941,2,6,13.66,1200
17942,1,1,0.41,1200
17943,,,4.25,1200
17944,6,1,9.66,1200
17945,,,4.33,1200
17946,6,7,27.25,1200
17947,7,9,31.41,1200
17948,6,9,16.25,1200
17949,6,6,16.83,1200
17950,,,6.33,1300
17951,4,6,11.16,1300
17952,5,8,20.83,1300
17953,2,7,7,1200
17954,,,2.66,1200
17955,4,6,4.66,1200
17956,,,1.41,1200
17957,3,9,18.33,1200
17958,6,3,9.16,1200
17959,5,9,2.16,1200
17960,3,7,4.25,1100
17961,3,7,16.25,1200
17962,,,17.58,1200
17963,,,5,1200
17964,4,5,7.66,1200
17965,5,6,24.75,1200
17966,4,9,18.33,1200
17967,,,4,1200
17968,,,2.91,1200
17969,2,5,6.5,1200
17970,,,11.41,1200
17971,3,6,7.5,1200
17972,,,1.5,1200
17973,5,9,16.5,1200
17974,,5,6.75,1200
17975,,,0.66,1200
17976,4,2,4.75,1200
17977,,,2.75,1200
17978,5,6,5.58,1200
17979,3,9,11,1200
17980,3,3,4.25,1200
17981,,,0.83,1200
17982,1,,6.41,1300
17983,3,5,6.33,1200
17984,,,1.75,1200
17985,6,7,1.25,1100
17986,,,12.91,1100
17987,6,8,14.66,1100
17988,3,7,20.83,1200
17989,5,9,15.08,1200
17990,,,8.83,1100
17991,2,4,4.58,1100
17992,2,7,27.83,1200
17993,4,9,11.08,1200
17994,,,3.66,1100
17995,,,2.33,1200
17996,2,6,2.25,1200
17997,,,3.5,1200
17998,3,6,22.66,1200
17999,,,19.66,1300
18000,4,5,22.08,1200
18001,,,1.33,1200
18002,7,7,3.83,1200
18003,7,,9.33,1100
18004,,,1.25,1200
18005,3,3,7.58,1300
18006,6,5,16,1300
18007,3,5,3.58,1200
18008,4,7,7.08,1200
18009,3,1,0.83,1200
18010,3,3,3.66,1200
18011,2,1,2.16,1100
18012,2,5,11.33,1300
18013,,,13,1200
18014,,,11.91,1100
18015,4,3,8.83,1200
18016,,,4.41,1200
18017,4,3,3.58,1200
18018,5,4,16.58,1200
18019,1,3,6.66,1200
18020,5,6,25.16,1200
18021,3,4,6.66,1200
18022,,8,22.66,1200
18023,6,3,27.75,1200
18024,2,,0.75,1200
18025,4,1,11.58,1200
18026,6,1,1.5,1200
18027,,,7.33,1300
18028,6,3,14.5,1200
18029,2,7,9.58,1200
18030,,,20.33,1200
18031,7,,27.75,1200
18032,5,6,23.08,1200
18033,4,4,3.58,1100
18034,2,1,6.41,1200
18035,7,2,16.41,1200
18036,6,8,10.91,1200
18037,,,1.25,1200
18038,4,3,7.41,1200
18039,,,11.91,1200
18040,2,7,33.33,1200
18041,7,4,31.83,1200
18042,5,4,1.5,1200
18043,,,3.66,1200
18044,4,5,22.58,1100
18045,2,9,2.25,1100
18046,3,4,11.41,1200
18047,,,29.75,1300
18048,,,0.5,1200
18049,6,4,21.66,1200
18050,1,1,1.66,1200
18051,,,6,1200
18052,4,9,25.5,1200
18053,,,3.25,1100
18054,4,7,17.66,1200
18055,,,1.66,1200
18056,1,7,3.75,1300
18057,4,7,4.66,1200
18058,4,6,3.91,1200
18059,2,6,12.58,1200
18060,4,7,6.41,1200
18061,7,9,28.41,1200
18062,3,6,8,1200
18063,3,5,6.66,1200
18064,3,7,3.5,1200
18065,6,6,34.66,1300
18066,3,5,12.41,1200
18067,7,4,16.16,1200
18068,,,6.66,1200
18069,5,6,14.16,1100
18070,,,4.41,1200
18071,7,2,40,1300
18072,3,5,14.66,1200
18073,3,1,2.83,1200
18074,7,2,21.25,1200
18075,2,9,5.41,1200
18076,7,3,10.5,1300
18077,,,12.33,1200
18078,3,9,10.58,1200
18079,7,2,17,1200
18080,4,7,1.33,1200
18081,,,17,1100
18082,2,8,7.41,1200
18083,7,1,8.58,1200
18084,3,2,6,1200
18085,,,28.83,1100
18086,5,1,3.66,1200
18087,,,36.66,1100
18088,,,10.91,1300
18089,3,9,2.5,1200
18090,3,9,11.41,1200
18091,5,5,7.91,1300
18092,3,6,8.33,1200
18093,3,7,14.25,1200
18094,3,6,1.75,1300
18095,3,7,19.08,1200
18096,7,6,32.41,1300
18097,1,,3.66,1300
18098,5,6,20.16,1200
18099,5,6,16.41,1200
18100,,,7.41,1200
18101,3,4,9.91,1300
18102,2,4,6.58,1200
18103,3,6,4.16,1200
18104,6,6,25.25,1200
18105,3,3,2.83,1200
18106,4,1,18.08,1200
18107,6,4,12.5,1300
18108,,,1.08,1200
18109,,,12.41,1200
18110,3,7,9,1300
18111,4,1,15.08,1200
18112,7,2,9.83,1300
18113,4,7,3.25,1200
18114,1,2,2.5,1200
18115,7,5,9.66,1200
18116,,,4.41,1200
18117,3,1,5.33,1200
18118,,1,12.41,1100
18119,4,7,3.83,1200
18120,5,9,28.25,1200
18121,,,0.5,1200
18122,6,5,14.83,1200
18123,2,5,5.75,1200
18124,5,6,9.16,1200
18125,2,6,7.66,1200
18126,5,9,29.66,1200
18127,4,8,4.66,1200
18128,4,4,2.25,1200
18129,3,5,14.58,1200
18130,5,1,22.83,1200
18131,3,9,7.33,1100
18132,,,13.5,1200
18133,4,5,6.75,1200
18134,,,2.33,1200
18135,4,4,2.25,1200
18136,,,2.16,1200
18137,6,6,2.91,1200
18138,4,6,12,1300
18139,5,6,2.5,1100
18140,3,6,2.33,1200
18141,4,9,3.5,1300
18142,4,7,15.91,1200
18143,,,0.33,1200
18144,2,7,6.08,1200
18145,,,3.66,1200
18146,4,9,6.25,1200
18147,5,7,0.83,1200
18148,,,3.08,1100
18149,,,2.41,1200
18150,,,1,1200
18151,4,6,10.91,1200
18152,,,0.33,1200
18153,5,9,20.5,1200
18154,,,0.41,1300
18155,7,4,4.33,1200
18156,3,3,13.83,1200
18157,,,0.66,1200
18158,4,7,2.83,1200
18159,7,1,15,1200
18160,,,8.16,1200
18161,5,9,6.58,1200
18162,7,3,17.58,1200
18163,3,6,15.33,1200
18164,6,4,15.41,1200
18165,3,5,0.16,1200
18166,,,3,1200
18167,6,4,14.66,1200
18168,5,9,3.66,1200
18169,4,7,23.41,1200
18170,5,1,4.08,1100
18171,3,5,5.5,1200
18172,4,3,13.66,1100
18173,4,1,4.66,1100
18174,5,5,3.16,1200
18175,3,6,14.83,1200
18176,,,7.33,1200
18177,4,7,12.91,1200
18178,4,6,28.83,1200
18179,1,1,3.91,1300
18180,2,7,4.25,1200
18181,,,6.41,1300
18182,3,3,14.08,1200
18183,7,2,8.83,1200
18184,4,6,2.08,1200
18185,,,1.66,1200
18186,2,7,6.91,1200
18187,3,6,18.66,1200
18188,3,7,6.25,1200
18189,3,5,5.41,1200
18190,3,3,9.66,1200
18191,2,7,6.33,1200
18192,,,5,1200
18193,2,4,8.91,1300
18194,7,1,37.16,1100
18195,,,11.41,1200
18196,,,7.16,1100
18197,4,8,7,1200
18198,,,5.91,1200
18199,3,6,12.91,1200
18200,7,7,8.58,1200
18201,,,5,1200
18202,,,11.75,1200
18203,4,4,2,1200
18204,5,3,6.08,1200
18205,7,6,26.41,1200
18206,5,7,7.41,1200
18207,,,6.25,1200
18208,3,3,13.58,1200
18209,7,4,16.91,1100
18210,6,2,14.5,1200
18211,3,6,7.5,1200
18212,,,2.5,1200
18213,,,5.5,1200
18214,,6,14.41,1200
18215,6,4,29.5,1200
18216,5,9,7.41,1200
18217,,,4.75,1200
18218,7,4,18.5,1200
18219,6,4,6.83,1200
18220,3,5,4.25,1200
18221,,,4.5,1200
18222,4,4,10,1300
18223,3,9,1.91,1200
18224,,,26.58,1300
18225,,,11.83,1200
18226,3,5,5.58,1300
18227,3,9,13.91,1200
18228,4,7,8.83,1200
18229,6,9,18.41,1200
18230,6,6,20.33,1200
18231,5,6,11.25,1200
18232,3,6,4,1200
18233,2,,2.08,1200
18234,2,4,12.5,1300
18235,2,,5.33,1300
18236,7,6,18.75,1200
18237,5,6,6.75,1200
18238,,,3.66,1100
18239,5,9,4.5,1200
18240,2,4,6.66,1200
18241,6,5,22.58,1200
18242,,,1.5,1300
18243,,,0.33,1100
18244,5,1,31.08,1200
18245,,8,0.66,1200
18246,3,5,14.66,1200
18247,3,7,6.25,1100
18248,,,18.33,1200
18249,5,3,7.41,1200
18250,2,6,13.5,1200
18251,2,,1.41,1200
18252,,,17.83,1200
18253,3,9,4.41,1200
18254,,,15.33,1200
18255,5,1,4.66,1200
18256,7,6,20.08,1200
18257,4,7,7.66,1300
18258,6,9,29.08,1200
18259,3,4,13.25,1200
18260,,,0.66,1200
18261,3,5,10.08,1200
18262,,8,1.08,1200
18263,4,7,13.08,1200
18264,4,9,3.66,1200
18265,4,9,4.58,1200
18266,4,8,2.66,1100
18267,3,5,7.75,1300
18268,3,5,5.83,1200
18269,3,9,21.5,1200
18270,5,3,25.25,1200
18271,4,7,1.66,1200
18272,6,3,4.58,1200
18273,4,6,21.75,1200
18274,2,8,9.5,1200
18275,5,7,29.25,1200
18276,5,9,24.75,1200
18277,2,9,5,1200
18278,7,9,19.33,1200
18279,6,3,24.83,1200
18280,6,2,19.83,1300
18281,3,4,7.83,1200
18282,4,7,13.41,1300
18283,4,6,24.41,1200
18284,4,6,4,1200
18285,3,9,1.33,1200
18286,6,1,10.5,1200
18287,3,7,14.58,1200
18288,,,11.83,1200
18289,,,2.83,1200
18290,3,7,15.25,1200
18291,4,3,6.5,1200
18292,4,9,12.58,1200
18293,3,9,3.75,1200
18294,6,2,9.33,1200
18295,6,1,17.66,1100
18296,,,19.5,1200
18297,4,6,11.66,1100
18298,5,6,6.33,1200
18299,2,8,3.08,1200
18300,5,7,12.91,1200
18301,2,7,11,1200
18302,2,7,11,1200
18303,4,8,9.33,1200
18304,3,3,4.66,1200
18305,2,3,5.33,1300
18306,3,6,1.33,1100
18307,5,8,26.58,1200
18308,3,6,2.33,1300
18309,5,1,3.66,1200
18310,,,0.91,1200
18311,6,3,33.41,1100
18312,4,4,6.5,1300
18313,,,6.83,1300
18314,5,4,7.41,1200
18315,4,4,26.91,1100
18316,7,7,2.83,1200
18317,5,1,24.83,1200
18318,1,7,4.75,1200
18319,4,9,12,1200
18320,5,3,40.58,1200
18321,4,9,18.41,1200
18322,4,9,8.25,1200
18323,6,7,39.08,1200
18324,,,5.08,1300
18325,6,5,10.5,1200
18326,7,3,1.25,1200
18327,5,6,4.58,1300
18328,6,3,11.66,1200
18329,3,9,4.83,1200
18330,5,7,16.66,1200
18331,3,4,10.75,1200
18332,3,4,11.5,1200
18333,3,6,2.91,1200
18334,3,4,3.5,1100
18335,3,5,2.83,1300
18336,6,9,7.33,1200
18337,,,1.83,1100
18338,2,,10.5,1200
18339,,,6.75,1300
18340,2,3,2.66,1200
18341,3,4,8.75,1200
18342,7,4,2.5,1300
18343,6,3,32.25,1100
18344,7,,6.66,1200
18345,,,18.25,1200
18346,5,1,32.5,1200
18347,,,1.66,1200
18348,5,5,25.58,1200
18349,,,10.75,1200
18350,2,6,6.25,1200
18351,3,4,7,1200
18352,3,2,14.33,1200
18353,2,6,8.5,1200
18354,4,2,17.5,1200
18355,,,3.33,1200
18356,1,6,1.5,1200
18357,6,9,31.41,1200
18358,6,3,12.41,1200
18359,7,6,29.58,1100
